state,name,udid,runtime,isAvailable,GiB
Shutdown,CODEX frozen-head-verify - iPhone 17 Pro,86DB6CFC-7F5B-4BBA-AF70-7E2F5BB0B21B,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,2.0467071533203125
Shutdown,PRIME m6-paint (pvai coach pixels) - iPhone 17 Pro,2A6094CC-973B-490A-A7AF-2DE5C7826346,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,2.0283279418945312
Shutdown,PRIME #3474 graph-start test - iPhone 17 Pro,275D5FF3-B5BF-4419-B8FD-728CF770717C,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,2.0140914916992188
Shutdown,PRIME #3474 Swift suite - iPhone 17 Pro,DF8648D0-E12D-4063-A101-44FFC3089B74,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,1.8819007873535156
Shutdown,iPad mini (A17 Pro),0B411A2B-DAF8-4ECB-9CA9-22291F6A3B2C,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,0.01708221435546875
Shutdown,iPad Air 13-inch (M4),518ABBCF-8515-42A0-AD78-150E90FC42E2,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,0.01708221435546875
Shutdown,iPad Air 11-inch (M4),E1673BCA-B43F-4968-8B19-936377262201,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,0.01708221435546875
Shutdown,iPad (A16),790D446D-5778-4A45-B650-DEC508372274,com.apple.CoreSimulator.SimRuntime.iOS-26-4,True,0.01708221435546875
Shutdown,CLAUDE streak-simplification (races) - iPhone 17 Pro,4A5299F0-1406-4049-8332-17DBDC16990F,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
Shutdown,ps-viewport-audit-iphone16promax,90AF89CF-F1C2-4C83-8AF1-7A8C33D136F8,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
Shutdown,ps-viewport-audit-iphone15promax,4C3F12B3-51DB-4AC8-A150-841E3DF47153,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
Shutdown,iPad Pro 11-inch (M5),4CBDBBC7-F3C6-4F2D-93B6-C46C25E28B85,com.apple.CoreSimulator.SimRuntime.iOS-26-5,True,0.01708221435546875
